"payment_id","customer_id","staff_id","rental_id","amount","payment_date"
13364,496,2,5949,4.99,"2005-07-10T23:13:00.000Z"
13365,496,1,7133,2.99,"2005-07-27T06:29:23.000Z"
13366,496,2,8221,2.99,"2005-07-28T23:47:19.000Z"
13367,496,1,11060,7.99,"2005-08-02T06:48:18.000Z"
13368,496,2,11448,4.99,"2005-08-02T20:44:33.000Z"
13369,496,1,11893,3.99,"2005-08-17T15:13:29.000Z"
13370,496,2,12605,4.99,"2005-08-18T16:59:37.000Z"
13371,496,1,13569,5.99,"2005-08-20T05:02:59.000Z"
13372,496,2,14013,6.99,"2005-08-20T20:42:50.000Z"
13373,496,1,14332,7.99,"2005-08-21T08:30:43.000Z"
13374,496,1,14348,0.99,"2005-08-21T08:54:26.000Z"
13375,496,2,15750,2.99,"2005-08-23T12:36:05.000Z"
13376,496,1,13182,2.99,"2006-02-14T15:16:03.000Z"
13377,497,1,1100,7.99,"2005-05-31T14:03:21.000Z"
13378,497,2,2180,8.99,"2005-06-18T00:47:43.000Z"
13379,497,1,2298,5.99,"2005-06-18T08:18:29.000Z"
13380,497,1,2406,2.99,"2005-06-18T16:39:37.000Z"
13381,497,2,2818,4.99,"2005-06-19T20:05:52.000Z"
13382,497,1,3696,2.99,"2005-07-06T10:04:55.000Z"
13383,497,2,4218,7.99,"2005-07-07T12:10:24.000Z"
13384,497,1,4516,4.99,"2005-07-08T02:43:41.000Z"
13385,497,1,4578,0.99,"2005-07-08T06:00:17.000Z"
13386,497,2,4795,0.99,"2005-07-08T16:32:54.000Z"
13387,497,1,5030,4.99,"2005-07-09T02:35:43.000Z"
13388,497,1,5239,4.99,"2005-07-09T13:12:35.000Z"
13389,497,2,7603,2.99,"2005-07-27T23:54:44.000Z"
13390,497,2,8011,2.99,"2005-07-28T15:26:39.000Z"
13391,497,1,8150,6.99,"2005-07-28T20:50:41.000Z"
13392,497,2,8813,6.99,"2005-07-29T21:47:55.000Z"
13393,497,2,8867,4.99,"2005-07-30T00:02:18.000Z"
13394,497,1,9273,9.99,"2005-07-30T15:05:36.000Z"
13395,497,2,9850,4.99,"2005-07-31T12:46:52.000Z"
13396,497,2,10760,7.99,"2005-08-01T20:25:20.000Z"
13397,497,1,12123,0.99,"2005-08-17T23:22:18.000Z"
13398,497,1,13159,4.99,"2005-08-19T13:19:59.000Z"
13399,497,1,13289,2.99,"2005-08-19T18:31:30.000Z"
13400,497,2,14134,0.99,"2005-08-21T01:45:54.000Z"
13401,497,1,15362,5.99,"2005-08-22T21:40:20.000Z"
13402,497,2,15633,0.99,"2005-08-23T07:31:10.000Z"
13403,497,1,15919,0.99,"2005-08-23T18:01:31.000Z"
13404,497,1,12698,4.99,"2006-02-14T15:16:03.000Z"
13405,498,2,49,2.99,"2005-05-25T06:39:35.000Z"
13406,498,1,429,8.99,"2005-05-27T16:21:26.000Z"
13407,498,2,718,2.99,"2005-05-29T04:52:23.000Z"
13408,498,1,1253,6.99,"2005-06-15T06:06:33.000Z"
13409,498,1,1782,2.99,"2005-06-16T19:21:12.000Z"
13410,498,1,2344,2.99,"2005-06-18T12:01:47.000Z"
13411,498,1,2449,4.99,"2005-06-18T19:18:36.000Z"
13412,498,1,3098,0.99,"2005-06-20T16:37:01.000Z"
13413,498,2,3360,0.99,"2005-06-21T12:12:41.000Z"
13414,498,2,3828,0.99,"2005-07-06T15:57:30.000Z"
13415,498,2,3856,2.99,"2005-07-06T17:04:46.000Z"
13416,498,1,4311,4.99,"2005-07-07T17:31:14.000Z"
13417,498,2,4972,2.99,"2005-07-08T23:56:09.000Z"
13418,498,1,5286,2.99,"2005-07-09T15:11:41.000Z"
13419,498,2,5884,0.99,"2005-07-10T19:31:38.000Z"
13420,498,1,6058,2.99,"2005-07-11T04:03:51.000Z"
13421,498,1,6088,1.99,"2005-07-11T05:40:35.000Z"
13422,498,1,7285,4.99,"2005-07-27T12:14:06.000Z"
13423,498,1,7286,6.99,"2005-07-27T12:23:49.000Z"
13424,498,1,7341,4.99,"2005-07-27T14:23:55.000Z"
13425,498,2,8020,4.99,"2005-07-28T15:43:32.000Z"
13426,498,1,8229,2.99,"2005-07-29T00:09:08.000Z"
13427,498,2,9021,0.99,"2005-07-30T05:34:24.000Z"
13428,498,2,9689,4.99,"2005-07-31T07:00:08.000Z"
13429,498,1,10225,0.99,"2005-08-01T01:38:40.000Z"
13430,498,1,11455,6.99,"2005-08-02T21:07:06.000Z"
13431,498,1,12893,2.99,"2005-08-19T03:46:43.000Z"
13432,499,2,89,2.99,"2005-05-25T14:28:29.000Z"
13433,499,1,1355,2.99,"2005-06-15T13:13:59.000Z"
13434,499,2,1526,4.99,"2005-06-16T00:27:51.000Z"
13435,499,2,1830,4.99,"2005-06-16T22:18:43.000Z"
13436,499,2,3241,1.99,"2005-06-21T02:54:32.000Z"
13437,499,1,3794,4.99,"2005-07-06T14:35:26.000Z"
13438,499,1,5022,2.99,"2005-07-09T02:10:54.000Z"
13439,499,2,5392,2.99,"2005-07-09T19:32:30.000Z"
13440,499,2,5427,3.99,"2005-07-09T21:12:26.000Z"
13441,499,1,5956,4.99,"2005-07-10T23:23:08.000Z"
13442,499,2,6723,4.99,"2005-07-12T13:44:57.000Z"
13443,499,1,7800,0.99,"2005-07-28T07:50:59.000Z"
13444,499,1,7831,0.99,"2005-07-28T08:44:21.000Z"
13445,499,1,7898,6.99,"2005-07-28T11:08:22.000Z"
13446,499,2,8130,4.99,"2005-07-28T19:48:15.000Z"
13447,499,1,8770,3.99,"2005-07-29T19:53:50.000Z"
13448,499,1,9588,0.99,"2005-07-31T03:13:13.000Z"
13449,499,2,10333,0.99,"2005-08-01T04:58:32.000Z"
13450,499,2,10497,2.99,"2005-08-01T10:55:59.000Z"
13451,499,1,11513,7.99,"2005-08-16T23:51:33.000Z"
13452,499,2,11606,0.99,"2005-08-17T03:32:43.000Z"
13453,499,2,11978,4.99,"2005-08-17T18:02:10.000Z"
13454,499,1,12004,8.99,"2005-08-17T18:56:53.000Z"
13455,499,1,12354,7.99,"2005-08-18T07:34:07.000Z"
13456,499,1,12436,3.99,"2005-08-18T10:41:05.000Z"
13457,499,1,12587,1.99,"2005-08-18T16:03:13.000Z"
13458,499,2,12947,4.99,"2005-08-19T05:54:21.000Z"
13459,499,2,13822,3.99,"2005-08-20T13:39:28.000Z"
13460,499,1,14858,3.99,"2005-08-22T02:46:18.000Z"
13461,499,1,15587,7.99,"2005-08-23T06:00:28.000Z"
13462,500,1,112,8.99,"2005-05-25T18:57:24.000Z"
13463,500,1,389,8.99,"2005-05-27T10:45:41.000Z"
13464,500,1,610,0.99,"2005-05-28T15:15:25.000Z"
13465,500,1,1375,5.99,"2005-06-15T14:54:56.000Z"
13466,500,2,1388,5.99,"2005-06-15T15:48:41.000Z"
13467,500,2,2189,3.99,"2005-06-18T01:20:26.000Z"
13468,500,2,2526,6.99,"2005-06-19T01:03:07.000Z"
13469,500,1,2996,2.99,"2005-06-20T09:20:29.000Z"
13470,500,2,3926,4.99,"2005-07-06T20:42:35.000Z"
13471,500,1,4561,0.99,"2005-07-08T05:02:43.000Z"
13472,500,2,4790,4.99,"2005-07-08T16:25:27.000Z"
13473,500,2,6018,4.99,"2005-07-11T02:06:36.000Z"
13474,500,2,6187,2.99,"2005-07-11T11:28:51.000Z"
13475,500,2,6801,3.99,"2005-07-12T17:09:08.000Z"
13476,500,1,7857,0.99,"2005-07-28T09:49:40.000Z"
13477,500,1,7925,2.99,"2005-07-28T12:10:02.000Z"
13478,500,1,8538,6.99,"2005-07-29T10:45:17.000Z"
13479,500,1,8925,0.99,"2005-07-30T02:09:14.000Z"
13480,500,2,9290,3.99,"2005-07-30T15:59:08.000Z"
13481,500,1,10947,6.99,"2005-08-02T03:23:17.000Z"
13482,500,2,11218,1.99,"2005-08-02T12:29:12.000Z"
13483,500,1,12639,2.99,"2005-08-18T18:13:05.000Z"
13484,500,2,12813,2.99,"2005-08-19T00:54:22.000Z"
13485,500,2,13628,4.99,"2005-08-20T07:03:53.000Z"
13486,500,1,14407,0.99,"2005-08-21T10:46:51.000Z"
13487,500,1,14964,4.99,"2005-08-22T06:39:24.000Z"
13488,500,1,15584,2.99,"2005-08-23T05:49:21.000Z"
13489,500,1,15853,2.99,"2005-08-23T15:54:20.000Z"
13490,501,1,493,0.99,"2005-05-28T00:34:11.000Z"
13491,501,1,605,1.99,"2005-05-28T14:39:10.000Z"
13492,501,2,3222,5.99,"2005-06-21T01:50:29.000Z"
13493,501,1,3412,7.99,"2005-06-21T16:44:31.000Z"
13494,501,2,3541,6.99,"2005-07-06T01:50:11.000Z"
13495,501,2,3723,6.99,"2005-07-06T11:12:02.000Z"
13496,501,2,4769,2.99,"2005-07-08T15:29:16.000Z"
13497,501,2,5520,1.99,"2005-07-10T01:30:41.000Z"
13498,501,2,6095,7.99,"2005-07-11T06:06:41.000Z"
13499,501,1,7456,0.99,"2005-07-27T18:34:53.000Z"
13500,501,1,8021,2.99,"2005-07-28T15:45:24.000Z"
13501,501,2,8529,2.99,"2005-07-29T10:24:31.000Z"
13502,501,1,9359,2.99,"2005-07-30T18:39:28.000Z"
13503,501,1,10817,4.99,"2005-08-01T22:51:08.000Z"
13504,501,2,11393,4.99,"2005-08-02T18:44:29.000Z"
13505,501,1,11640,1.99,"2005-08-17T04:44:33.000Z"
13506,501,2,11799,6.99,"2005-08-17T11:25:25.000Z"
13507,501,1,12914,4.99,"2005-08-19T04:25:59.000Z"
13508,501,2,13889,0.99,"2005-08-20T15:40:06.000Z"
13509,501,1,15239,4.99,"2005-08-22T17:46:17.000Z"
13510,501,1,15699,5.99,"2005-08-23T10:20:35.000Z"
13511,502,2,258,2.99,"2005-05-26T15:28:14.000Z"
13512,502,1,861,0.99,"2005-05-30T02:48:32.000Z"
13513,502,1,893,2.99,"2005-05-30T08:06:59.000Z"
13514,502,2,965,0.99,"2005-05-30T19:00:14.000Z"
13515,502,2,1696,7.99,"2005-06-16T12:50:01.000Z"
13516,502,2,2420,0.99,"2005-06-18T17:22:28.000Z"
13517,502,1,2911,0.99,"2005-06-20T03:32:37.000Z"
13518,502,2,3614,2.99,"2005-07-06T05:46:05.000Z"
13519,502,1,4606,2.99,"2005-07-08T07:05:50.000Z"
13520,502,2,5368,5.99,"2005-07-09T18:41:59.000Z"
13521,502,2,5662,2.99,"2005-07-10T07:59:24.000Z"
13522,502,2,6414,7.99,"2005-07-11T23:26:13.000Z"
13523,502,1,6760,8.99,"2005-07-12T15:16:00.000Z"
13524,502,2,6828,2.99,"2005-07-12T18:38:51.000Z"
13525,502,2,6924,8.99,"2005-07-26T22:51:53.000Z"
13526,502,2,7213,3.99,"2005-07-27T09:22:29.000Z"
13527,502,1,7255,4.99,"2005-07-27T10:49:54.000Z"
13528,502,1,7757,4.99,"2005-07-28T06:23:00.000Z"
13529,502,1,7884,4.99,"2005-07-28T10:37:24.000Z"
13530,502,2,8034,4.99,"2005-07-28T16:20:26.000Z"
13531,502,2,9232,0.99,"2005-07-30T13:43:00.000Z"
13532,502,1,9599,4.99,"2005-07-31T03:32:06.000Z"
13533,502,2,10390,4.99,"2005-08-01T06:46:48.000Z"
13534,502,1,10938,0.99,"2005-08-02T03:05:22.000Z"
13535,502,2,11036,4.99,"2005-08-02T05:56:29.000Z"
13536,502,1,11301,0.99,"2005-08-02T15:37:59.000Z"
13537,502,1,11317,4.99,"2005-08-02T16:08:52.000Z"
13538,502,1,11435,0.99,"2005-08-02T20:14:23.000Z"
13539,502,1,11620,0.99,"2005-08-17T04:06:22.000Z"
13540,502,1,12762,4.99,"2005-08-18T23:06:54.000Z"
13541,502,1,13052,9.99,"2005-08-19T09:31:42.000Z"
13542,502,1,14411,4.99,"2005-08-21T10:54:57.000Z"
13543,502,1,15486,3.99,"2005-08-23T02:05:20.000Z"
13544,502,1,16034,3.99,"2005-08-23T22:06:34.000Z"
13545,503,2,109,1.99,"2005-05-25T18:40:20.000Z"
13546,503,1,353,5.99,"2005-05-27T06:03:39.000Z"
13547,503,1,631,2.99,"2005-05-28T17:36:32.000Z"
13548,503,1,1074,4.99,"2005-05-31T10:04:42.000Z"
13549,503,2,2108,4.99,"2005-06-17T19:35:26.000Z"
13550,503,1,2225,2.99,"2005-06-18T03:35:40.000Z"
13551,503,2,3430,0.99,"2005-06-21T18:46:08.000Z"
13552,503,2,3935,6.99,"2005-07-06T21:08:29.000Z"
13553,503,2,4570,2.99,"2005-07-08T05:33:59.000Z"
13554,503,2,5465,2.99,"2005-07-09T23:01:13.000Z"
13555,503,1,5925,6.99,"2005-07-10T21:41:27.000Z"
13556,503,1,6166,4.99,"2005-07-11T10:19:05.000Z"
13557,503,1,6529,2.99,"2005-07-12T04:31:04.000Z"
13558,503,2,6950,4.99,"2005-07-26T23:45:33.000Z"
13559,503,1,8178,2.99,"2005-07-28T21:54:31.000Z"
13560,503,2,9725,0.99,"2005-07-31T08:35:18.000Z"
13561,503,1,9974,4.99,"2005-07-31T16:51:11.000Z"
13562,503,2,11075,2.99,"2005-08-02T07:24:23.000Z"
13563,503,1,11161,1.99,"2005-08-02T10:05:57.000Z"
13564,503,1,11858,4.99,"2005-08-17T13:50:31.000Z"
13565,503,2,12370,2.99,"2005-08-18T07:57:47.000Z"
13566,503,2,12783,4.99,"2005-08-19T00:01:14.000Z"
13567,503,1,13332,2.99,"2005-08-19T20:00:51.000Z"
13568,503,1,13551,2.99,"2005-08-20T04:00:30.000Z"
13569,503,1,14823,0.99,"2005-08-22T01:24:42.000Z"
13570,503,1,14913,2.99,"2005-08-22T04:52:13.000Z"
13571,503,2,15056,4.99,"2005-08-22T10:15:54.000Z"
13572,503,2,15077,2.99,"2005-08-22T11:09:18.000Z"
13573,503,1,15588,3.99,"2005-08-23T06:02:35.000Z"
13574,503,1,15692,4.99,"2005-08-23T10:00:02.000Z"
13575,503,1,15726,2.99,"2005-08-23T11:28:26.000Z"
13576,503,1,15797,0.99,"2005-08-23T14:13:47.000Z"
13577,504,2,136,5.99,"2005-05-25T22:02:30.000Z"
13578,504,2,470,4.99,"2005-05-27T21:17:08.000Z"
13579,504,1,838,4.99,"2005-05-30T00:27:57.000Z"
13580,504,1,2720,1.99,"2005-06-19T14:51:55.000Z"
13581,504,1,2938,6.99,"2005-06-20T05:17:22.000Z"
13582,504,2,3712,9.99,"2005-07-06T10:47:35.000Z"
13583,504,1,3713,6.99,"2005-07-06T10:49:30.000Z"
13584,504,1,4329,5.99,"2005-07-07T18:04:16.000Z"
13585,504,1,4757,0.99,"2005-07-08T14:36:51.000Z"
13586,504,2,5153,6.99,"2005-07-09T08:35:05.000Z"
13587,504,2,7342,3.99,"2005-07-27T14:25:17.000Z"
13588,504,1,7567,2.99,"2005-07-27T22:38:05.000Z"
13589,504,2,7807,2.99,"2005-07-28T07:58:27.000Z"
13590,504,2,7875,1.99,"2005-07-28T10:23:48.000Z"
13591,504,2,7944,4.99,"2005-07-28T12:51:22.000Z"
13592,504,1,8393,9.99,"2005-07-29T06:02:11.000Z"
13593,504,2,10397,0.99,"2005-08-01T07:11:27.000Z"
13594,504,2,10509,3.99,"2005-08-01T11:25:28.000Z"
13595,504,2,11569,2.99,"2005-08-17T01:31:04.000Z"
13596,504,1,12769,1.99,"2005-08-18T23:26:40.000Z"
13597,504,1,13166,2.99,"2005-08-19T13:36:28.000Z"
13598,504,2,13206,2.99,"2005-08-19T15:05:34.000Z"
13599,504,2,13387,2.99,"2005-08-19T21:46:10.000Z"
13600,504,2,13859,5.99,"2005-08-20T14:53:43.000Z"
13601,504,2,15018,4.99,"2005-08-22T08:52:38.000Z"
13602,504,1,15166,6.99,"2005-08-22T15:05:37.000Z"
13603,504,1,15723,8.99,"2005-08-23T11:17:26.000Z"
13604,504,2,16022,4.99,"2005-08-23T21:44:27.000Z"
13605,505,1,159,2.99,"2005-05-26T01:34:28.000Z"
13606,505,1,645,2.99,"2005-05-28T19:14:09.000Z"
13607,505,2,1799,5.99,"2005-06-16T20:17:20.000Z"
13608,505,2,1886,4.99,"2005-06-17T03:36:02.000Z"
13609,505,1,2773,7.99,"2005-06-19T18:04:18.000Z"
13610,505,1,3137,5.99,"2005-06-20T19:41:28.000Z"
13611,505,2,4008,5.99,"2005-07-07T00:26:43.000Z"
13612,505,1,4507,6.99,"2005-07-08T02:22:45.000Z"
13613,505,2,5976,9.99,"2005-07-11T00:16:35.000Z"
13614,505,2,6292,4.99,"2005-07-11T17:23:33.000Z"
13615,505,1,6441,0.99,"2005-07-12T00:27:08.000Z"
13616,505,1,7784,4.99,"2005-07-28T07:15:32.000Z"
13617,505,2,10219,5.99,"2005-08-01T01:10:33.000Z"
13618,505,1,10896,2.99,"2005-08-02T01:19:33.000Z"
13619,505,1,11163,0.99,"2005-08-02T10:08:40.000Z"
13620,505,1,11907,2.99,"2005-08-17T15:40:47.000Z"
13621,505,2,13612,3.99,"2005-08-20T06:22:08.000Z"
13622,505,1,14398,2.99,"2005-08-21T10:27:21.000Z"
13623,505,1,14802,2.99,"2005-08-22T00:48:23.000Z"
13624,505,1,15436,4.99,"2005-08-23T00:30:26.000Z"
13625,505,2,15867,4.99,"2006-02-14T15:16:03.000Z"
13626,506,1,114,3.99,"2005-05-25T19:12:42.000Z"
13627,506,2,387,2.99,"2005-05-27T10:35:27.000Z"
13628,506,2,410,3.99,"2005-05-27T14:11:22.000Z"
13629,506,1,547,8.99,"2005-05-28T07:24:28.000Z"
13630,506,2,907,0.99,"2005-05-30T10:37:27.000Z"
13631,506,1,1042,2.99,"2005-05-31T05:53:00.000Z"
13632,506,2,1153,4.99,"2005-05-31T21:36:44.000Z"
13633,506,1,1446,6.99,"2005-06-15T19:13:45.000Z"
13634,506,1,1467,2.99,"2005-06-15T20:47:10.000Z"
13635,506,2,1565,0.99,"2005-06-16T03:13:09.000Z"
13636,506,1,2755,9.99,"2005-06-19T16:56:31.000Z"
13637,506,2,2824,6.99,"2005-06-19T20:31:45.000Z"
13638,506,2,4594,7.99,"2005-07-08T06:40:06.000Z"
13639,506,2,4640,6.99,"2005-07-08T08:59:34.000Z"
13640,506,2,4806,8.99,"2005-07-08T17:01:02.000Z"
13641,506,2,5985,0.99,"2005-07-11T00:51:58.000Z"
13642,506,1,6783,2.99,"2005-07-12T16:27:56.000Z"
13643,506,1,7020,0.99,"2005-07-27T02:24:27.000Z"
13644,506,2,8096,9.99,"2005-07-28T18:32:46.000Z"
13645,506,2,8506,0.99,"2005-07-29T09:23:52.000Z"
13646,506,2,9654,3.99,"2005-07-31T05:57:42.000Z"
13647,506,2,9972,2.99,"2005-07-31T16:42:43.000Z"
13648,506,1,10477,2.99,"2005-08-01T10:04:17.000Z"
13649,506,1,10873,4.99,"2005-08-02T00:30:34.000Z"
13650,506,2,11238,0.99,"2005-08-02T13:25:50.000Z"
13651,506,2,11781,4.99,"2005-08-17T10:37:00.000Z"
13652,506,1,12994,0.99,"2005-08-19T07:26:10.000Z"
13653,506,2,13073,2.99,"2005-08-19T10:05:38.000Z"
13654,506,2,13767,0.99,"2005-08-20T11:43:36.000Z"
13655,506,1,14074,1.99,"2005-08-20T23:16:07.000Z"
13656,506,1,14337,2.99,"2005-08-21T08:34:26.000Z"
13657,506,2,14395,6.99,"2005-08-21T10:24:00.000Z"
13658,506,2,15022,5.99,"2005-08-22T08:55:43.000Z"
13659,506,2,15572,1.99,"2005-08-23T05:28:01.000Z"
13660,506,1,15694,9.99,"2005-08-23T10:02:46.000Z"
13661,507,1,52,0.99,"2005-05-25T06:51:29.000Z"
13662,507,2,713,4.99,"2005-05-29T04:10:17.000Z"
13663,507,2,1307,4.99,"2005-06-15T10:06:15.000Z"
13664,507,1,2143,4.99,"2005-06-17T21:58:13.000Z"
13665,507,2,2283,4.99,"2005-06-18T06:56:06.000Z"
13666,507,1,3660,4.99,"2005-07-06T08:07:29.000Z"
13667,507,1,3880,2.99,"2005-07-06T18:32:49.000Z"
13668,507,2,4440,0.99,"2005-07-07T23:00:58.000Z"
13669,507,2,4455,2.99,"2005-07-07T23:43:46.000Z"
13670,507,2,4744,0.99,"2005-07-08T13:43:57.000Z"
13671,507,2,4901,2.99,"2005-07-08T20:44:51.000Z"
13672,507,1,5962,0.99,"2005-07-10T23:45:22.000Z"
13673,507,1,6351,6.99,"2005-07-11T20:31:44.000Z"
13674,507,1,6396,1.99,"2005-07-11T22:31:08.000Z"
13675,507,1,6891,2.99,"2005-07-12T21:07:35.000Z"
13676,507,2,7770,5.99,"2005-07-28T06:49:35.000Z"
13677,507,1,7970,5.99,"2005-07-28T13:58:38.000Z"
13678,507,2,8369,2.99,"2005-07-29T05:15:42.000Z"
13679,507,2,8976,2.99,"2005-07-30T04:12:32.000Z"
13680,507,1,9003,2.99,"2005-07-30T05:02:52.000Z"
13681,507,2,12071,6.99,"2005-08-17T21:49:14.000Z"
13682,507,2,12275,4.99,"2005-08-18T04:42:02.000Z"
13683,507,1,12343,4.99,"2005-08-18T07:15:13.000Z"
13684,507,2,14625,4.99,"2005-08-21T18:34:21.000Z"
13685,507,1,15394,2.99,"2005-08-22T23:04:21.000Z"
13686,508,1,369,2.99,"2005-05-27T07:46:49.000Z"
13687,508,2,921,2.99,"2005-05-30T11:53:09.000Z"
13688,508,2,1661,4.99,"2005-06-16T10:12:57.000Z"
13689,508,2,5657,9.99,"2005-07-10T07:33:43.000Z"
13690,508,2,5978,6.99,"2005-07-11T00:16:54.000Z"
13691,508,1,6101,4.99,"2005-07-11T06:50:33.000Z"
13692,508,2,6646,0.99,"2005-07-12T10:41:34.000Z"
13693,508,2,6929,8.99,"2005-07-26T22:59:19.000Z"
13694,508,1,7283,5.99,"2005-07-27T12:02:41.000Z"
13695,508,2,7322,3.99,"2005-07-27T13:37:26.000Z"
13696,508,2,7327,7.99,"2005-07-27T13:53:26.000Z"
13697,508,2,7668,2.99,"2005-07-28T02:41:31.000Z"
13698,508,2,7676,4.99,"2005-07-28T02:55:27.000Z"
13699,508,2,8191,4.99,"2005-07-28T22:47:14.000Z"
13700,508,2,9694,5.99,"2005-07-31T07:13:16.000Z"
13701,508,1,9706,2.99,"2005-07-31T07:43:19.000Z"
13702,508,2,10128,2.99,"2005-07-31T21:40:04.000Z"
13703,508,1,10746,8.99,"2005-08-01T19:58:49.000Z"
13704,508,1,11365,2.99,"2005-08-02T18:00:09.000Z"
13705,508,2,11447,6.99,"2005-08-02T20:36:25.000Z"
13706,508,1,13095,6.99,"2005-08-19T10:48:10.000Z"
13707,508,2,13201,2.99,"2005-08-19T14:56:05.000Z"
13708,508,1,15010,6.99,"2005-08-22T08:30:17.000Z"
13709,508,1,15195,4.99,"2005-08-22T16:08:23.000Z"
13710,508,1,14318,0.99,"2006-02-14T15:16:03.000Z"
13711,509,1,22,4.99,"2005-05-25T02:19:23.000Z"
13712,509,1,831,8.99,"2005-05-29T22:50:25.000Z"
13713,509,1,1267,2.99,"2005-06-15T07:21:21.000Z"
13714,509,2,2919,4.99,"2005-06-20T04:10:16.000Z"
13715,509,2,4139,1.99,"2005-07-07T08:17:35.000Z"
13716,509,2,4266,4.99,"2005-07-07T14:34:50.000Z"
13717,509,2,4832,2.99,"2005-07-08T18:07:05.000Z"
13718,509,2,5008,2.99,"2005-07-09T01:31:42.000Z"
13719,509,1,6591,5.99,"2005-07-12T07:13:46.000Z"
13720,509,1,7848,6.99,"2005-07-28T09:24:31.000Z"
13721,509,1,8114,8.99,"2005-07-28T19:14:06.000Z"
13722,509,1,8214,5.99,"2005-07-28T23:37:57.000Z"
13723,509,2,8240,0.99,"2005-07-29T00:33:32.000Z"
13724,509,1,10189,4.99,"2005-08-01T00:25:00.000Z"
13725,509,2,10988,5.99,"2005-08-02T04:38:17.000Z"
13726,509,1,11814,6.99,"2005-08-17T12:09:20.000Z"
13727,509,2,12109,4.99,"2005-08-17T22:58:35.000Z"
13728,509,2,14045,4.99,"2005-08-20T21:50:11.000Z"
13729,509,2,14994,5.99,"2005-08-22T07:52:24.000Z"
13730,509,1,15965,2.99,"2005-08-23T19:46:39.000Z"
13731,510,1,75,8.99,"2005-05-25T11:13:34.000Z"
13732,510,1,372,5.99,"2005-05-27T08:13:58.000Z"
13733,510,2,1118,4.99,"2005-05-31T16:23:02.000Z"
13734,510,2,1435,5.99,"2005-06-15T18:32:30.000Z"
13735,510,2,1757,0.99,"2005-06-16T17:32:24.000Z"
13736,510,2,1925,0.99,"2005-06-17T06:16:47.000Z"
13737,510,1,2729,8.99,"2005-06-19T15:06:15.000Z"
13738,510,2,2806,0.99,"2005-06-19T19:30:48.000Z"
13739,510,2,2817,0.99,"2005-06-19T20:05:22.000Z"
13740,510,2,3352,8.99,"2005-06-21T11:26:29.000Z"
13741,510,2,3465,5.99,"2005-06-21T22:10:01.000Z"
13742,510,2,3744,2.99,"2005-07-06T12:10:02.000Z"
13743,510,1,4014,4.99,"2005-07-07T00:58:54.000Z"
13744,510,2,5851,4.99,"2005-07-10T17:40:47.000Z"
13745,510,1,6531,1.99,"2005-07-12T04:35:24.000Z"
13746,510,1,7457,2.99,"2005-07-27T18:35:17.000Z"
13747,510,1,7678,8.99,"2005-07-28T02:58:16.000Z"
13748,510,2,7794,9.99,"2005-07-28T07:28:03.000Z"
13749,510,2,8763,3.99,"2005-07-29T19:38:24.000Z"
13750,510,1,8926,4.99,"2005-07-30T02:10:31.000Z"
13751,510,1,10131,0.99,"2005-07-31T21:45:28.000Z"
13752,510,2,10265,7.99,"2005-08-01T03:05:04.000Z"
13753,510,2,11996,4.99,"2005-08-17T18:34:37.000Z"
13754,510,1,12317,0.99,"2005-08-18T06:17:06.000Z"
13755,510,2,12406,2.99,"2005-08-18T09:38:02.000Z"
