"payment_id","customer_id","staff_id","rental_id","amount","payment_date"
10050,371,2,13953,4.99,"2005-08-20T18:00:37.000Z"
10051,371,1,14384,2.99,"2005-08-21T10:02:37.000Z"
10052,371,1,15786,0.99,"2005-08-23T13:48:34.000Z"
10053,371,1,15824,2.99,"2005-08-23T15:09:17.000Z"
10054,372,1,617,2.99,"2005-05-28T15:49:14.000Z"
10055,372,1,638,2.99,"2005-05-28T18:24:43.000Z"
10056,372,1,2315,2.99,"2005-06-18T09:03:39.000Z"
10057,372,1,2959,4.99,"2005-06-20T07:07:54.000Z"
10058,372,1,3283,3.99,"2005-06-21T06:19:07.000Z"
10059,372,1,5229,4.99,"2005-07-09T12:30:18.000Z"
10060,372,1,5314,2.99,"2005-07-09T16:05:28.000Z"
10061,372,1,5352,2.99,"2005-07-09T17:54:58.000Z"
10062,372,1,5501,6.99,"2005-07-10T00:33:48.000Z"
10063,372,2,5914,7.99,"2005-07-10T21:01:12.000Z"
10064,372,2,6692,4.99,"2005-07-12T12:35:39.000Z"
10065,372,1,7190,4.99,"2005-07-27T08:36:01.000Z"
10066,372,2,7234,5.99,"2005-07-27T10:08:45.000Z"
10067,372,2,7735,4.99,"2005-07-28T05:09:56.000Z"
10068,372,2,8009,7.99,"2005-07-28T15:25:58.000Z"
10069,372,1,8059,2.99,"2005-07-28T17:09:59.000Z"
10070,372,1,8358,0.99,"2005-07-29T05:00:58.000Z"
10071,372,1,8724,0.99,"2005-07-29T18:05:21.000Z"
10072,372,1,8755,2.99,"2005-07-29T19:18:31.000Z"
10073,372,2,8837,8.99,"2005-07-29T22:49:00.000Z"
10074,372,1,9128,5.99,"2005-07-30T09:51:14.000Z"
10075,372,2,11134,10.99,"2005-08-02T09:19:22.000Z"
10076,372,2,11438,3.99,"2005-08-02T20:21:08.000Z"
10077,372,2,11555,4.99,"2005-08-17T01:08:59.000Z"
10078,372,1,12224,0.99,"2005-08-18T02:59:09.000Z"
10079,372,1,12714,3.99,"2005-08-18T21:08:01.000Z"
10080,372,2,13402,4.99,"2005-08-19T22:16:53.000Z"
10081,372,2,13871,8.99,"2005-08-20T15:10:13.000Z"
10082,372,2,14037,9.99,"2005-08-20T21:35:58.000Z"
10083,372,1,14211,4.99,"2005-08-21T04:29:11.000Z"
10084,372,1,14331,2.99,"2005-08-21T08:29:38.000Z"
10085,372,1,14770,1.99,"2005-08-21T23:47:16.000Z"
10086,372,2,15041,0.99,"2005-08-22T09:43:18.000Z"
10087,372,1,15563,2.99,"2005-08-23T05:08:58.000Z"
10088,373,2,257,4.99,"2005-05-26T15:27:05.000Z"
10089,373,1,1472,6.99,"2005-06-15T20:54:55.000Z"
10090,373,1,3161,2.99,"2005-06-20T21:21:01.000Z"
10091,373,2,3609,2.99,"2005-07-06T05:36:22.000Z"
10092,373,2,3667,4.99,"2005-07-06T08:36:34.000Z"
10093,373,1,4325,7.99,"2005-07-07T17:59:24.000Z"
10094,373,1,5120,5.99,"2005-07-09T07:14:23.000Z"
10095,373,1,6202,3.99,"2005-07-11T12:24:25.000Z"
10096,373,2,6311,0.99,"2005-07-11T18:18:52.000Z"
10097,373,1,6944,4.99,"2005-07-26T23:34:02.000Z"
10098,373,1,7094,0.99,"2005-07-27T04:47:33.000Z"
10099,373,2,7206,3.99,"2005-07-27T09:07:05.000Z"
10100,373,1,7615,0.99,"2005-07-28T00:15:24.000Z"
10101,373,1,8611,3.99,"2005-07-29T13:26:21.000Z"
10102,373,2,9327,8.99,"2005-07-30T17:31:03.000Z"
10103,373,1,9397,4.99,"2005-07-30T20:07:29.000Z"
10104,373,2,9480,0.99,"2005-07-30T23:26:03.000Z"
10105,373,1,9966,4.99,"2005-07-31T16:26:46.000Z"
10106,373,1,10010,6.99,"2005-07-31T18:01:36.000Z"
10107,373,1,10221,4.99,"2005-08-01T01:16:50.000Z"
10108,373,1,10758,5.99,"2005-08-01T20:22:51.000Z"
10109,373,2,11066,7.99,"2005-08-02T06:58:32.000Z"
10110,373,2,11512,7.99,"2005-08-16T23:51:06.000Z"
10111,373,2,11663,3.99,"2005-08-17T05:30:19.000Z"
10112,373,2,11976,3.99,"2005-08-17T17:59:19.000Z"
10113,373,1,12142,5.99,"2005-08-18T00:04:12.000Z"
10114,373,2,12536,5.99,"2005-08-18T14:06:06.000Z"
10115,373,1,12748,7.99,"2005-08-18T22:29:05.000Z"
10116,373,2,12780,0.99,"2005-08-18T23:48:16.000Z"
10117,373,2,13299,2.99,"2005-08-19T18:46:33.000Z"
10118,373,1,13329,3.99,"2005-08-19T19:56:55.000Z"
10119,373,2,13467,2.99,"2005-08-20T00:56:44.000Z"
10120,373,2,15014,6.99,"2005-08-22T08:43:11.000Z"
10121,373,1,15068,3.99,"2005-08-22T10:50:13.000Z"
10122,373,1,11739,0.99,"2006-02-14T15:16:03.000Z"
10123,374,1,521,0.99,"2005-05-28T03:32:22.000Z"
10124,374,2,910,2.99,"2005-05-30T10:46:16.000Z"
10125,374,2,919,0.99,"2005-05-30T11:35:06.000Z"
10126,374,1,1548,1.99,"2005-06-16T01:43:33.000Z"
10127,374,2,2046,1.99,"2005-06-17T14:39:50.000Z"
10128,374,2,2487,4.99,"2005-06-18T21:32:54.000Z"
10129,374,2,2641,2.99,"2005-06-19T09:38:33.000Z"
10130,374,1,3797,1.99,"2005-07-06T14:54:52.000Z"
10131,374,1,5463,4.99,"2005-07-09T22:57:02.000Z"
10132,374,1,5570,6.99,"2005-07-10T03:46:47.000Z"
10133,374,2,5591,3.99,"2005-07-10T04:25:03.000Z"
10134,374,2,5945,2.99,"2005-07-10T22:52:42.000Z"
10135,374,2,6315,0.99,"2005-07-11T18:42:49.000Z"
10136,374,2,7837,0.99,"2005-07-28T08:58:32.000Z"
10137,374,2,8586,7.99,"2005-07-29T12:16:34.000Z"
10138,374,2,9113,0.99,"2005-07-30T09:09:03.000Z"
10139,374,1,9866,6.99,"2005-07-31T13:13:50.000Z"
10140,374,1,10695,2.99,"2005-08-01T18:16:20.000Z"
10141,374,1,11619,0.99,"2005-08-17T04:03:26.000Z"
10142,374,2,12696,2.99,"2005-08-18T20:13:08.000Z"
10143,374,1,13337,2.99,"2005-08-19T20:06:57.000Z"
10144,374,2,13734,4.99,"2005-08-20T10:29:57.000Z"
10145,374,2,14524,8.99,"2005-08-21T15:05:27.000Z"
10146,374,2,15053,5.99,"2005-08-22T10:13:09.000Z"
10147,374,1,15200,2.99,"2005-08-22T16:22:53.000Z"
10148,374,2,15202,4.99,"2005-08-22T16:26:53.000Z"
10149,374,2,15366,6.99,"2005-08-22T21:45:57.000Z"
10150,374,2,15966,2.99,"2006-02-14T15:16:03.000Z"
10151,375,2,307,8.99,"2005-05-26T21:48:13.000Z"
10152,375,1,412,4.99,"2005-05-27T14:17:23.000Z"
10153,375,2,749,4.99,"2005-05-29T09:33:33.000Z"
10154,375,1,873,2.99,"2005-05-30T05:15:20.000Z"
10155,375,2,1404,2.99,"2005-06-15T16:38:53.000Z"
10156,375,1,1499,5.99,"2005-06-15T21:58:07.000Z"
10157,375,1,2236,4.99,"2005-06-18T04:12:33.000Z"
10158,375,1,3981,6.99,"2005-07-06T23:12:12.000Z"
10159,375,2,4335,4.99,"2005-07-07T18:33:57.000Z"
10160,375,2,5474,2.99,"2005-07-09T23:23:57.000Z"
10161,375,1,7856,4.99,"2005-07-28T09:48:24.000Z"
10162,375,2,8900,2.99,"2005-07-30T01:07:03.000Z"
10163,375,1,10274,0.99,"2005-08-01T03:16:51.000Z"
10164,375,2,10589,1.99,"2005-08-01T14:11:09.000Z"
10165,375,1,10640,0.99,"2005-08-01T15:44:51.000Z"
10166,375,1,10672,4.99,"2005-08-01T17:10:54.000Z"
10167,375,1,10859,5.99,"2005-08-02T00:11:39.000Z"
10168,375,1,10961,6.99,"2005-08-02T03:47:55.000Z"
10169,375,2,11008,5.99,"2005-08-02T05:06:17.000Z"
10170,375,2,12122,9.99,"2005-08-17T23:20:45.000Z"
10171,375,2,12663,0.99,"2005-08-18T19:10:52.000Z"
10172,375,1,13836,4.99,"2005-08-20T14:18:16.000Z"
10173,375,1,15004,2.99,"2005-08-22T08:15:21.000Z"
10174,375,1,15505,4.99,"2005-08-23T02:46:13.000Z"
10175,376,1,554,0.99,"2005-05-28T08:23:16.000Z"
10176,376,2,1208,0.99,"2005-06-15T02:30:03.000Z"
10177,376,1,2779,0.99,"2005-06-19T18:19:07.000Z"
10178,376,2,3719,2.99,"2005-07-06T11:05:55.000Z"
10179,376,1,4163,0.99,"2005-07-07T09:19:28.000Z"
10180,376,2,4166,8.99,"2005-07-07T09:33:30.000Z"
10181,376,1,4320,3.99,"2005-07-07T17:51:59.000Z"
10182,376,1,4554,5.99,"2005-07-08T04:48:03.000Z"
10183,376,1,4869,4.99,"2005-07-08T19:14:05.000Z"
10184,376,1,5675,4.99,"2005-07-10T08:31:06.000Z"
10185,376,1,6524,6.99,"2005-07-12T04:14:35.000Z"
10186,376,1,6545,8.99,"2005-07-12T04:56:30.000Z"
10187,376,2,6807,2.99,"2005-07-12T17:33:53.000Z"
10188,376,1,8269,2.99,"2005-07-29T01:26:54.000Z"
10189,376,1,8420,5.99,"2005-07-29T07:00:45.000Z"
10190,376,1,9773,4.99,"2005-07-31T09:56:56.000Z"
10191,376,1,9828,2.99,"2005-07-31T11:56:57.000Z"
10192,376,1,9872,0.99,"2005-07-31T13:27:55.000Z"
10193,376,2,10413,3.99,"2005-08-01T07:59:39.000Z"
10194,376,1,10810,3.99,"2005-08-01T22:40:39.000Z"
10195,376,1,11144,4.99,"2005-08-02T09:39:17.000Z"
10196,376,2,11792,4.99,"2005-08-17T11:03:53.000Z"
10197,376,1,11851,4.99,"2005-08-17T13:30:27.000Z"
10198,376,1,13009,0.99,"2005-08-19T07:50:35.000Z"
10199,376,1,13141,0.99,"2005-08-19T12:41:41.000Z"
10200,376,2,13761,4.99,"2005-08-20T11:28:50.000Z"
10201,376,1,15107,4.99,"2005-08-22T12:05:02.000Z"
10202,376,1,15382,2.99,"2005-08-22T22:30:50.000Z"
10203,377,2,2556,3.99,"2005-06-19T03:07:32.000Z"
10204,377,1,3080,1.99,"2005-06-20T15:22:32.000Z"
10205,377,2,3086,0.99,"2005-06-20T15:42:40.000Z"
10206,377,2,3136,2.99,"2005-06-20T19:39:08.000Z"
10207,377,2,3443,4.99,"2005-06-21T20:19:00.000Z"
10208,377,1,3858,2.99,"2005-07-06T17:17:57.000Z"
10209,377,2,4053,0.99,"2005-07-07T03:39:22.000Z"
10210,377,1,4077,0.99,"2005-07-07T04:53:40.000Z"
10211,377,1,4225,0.99,"2005-07-07T12:24:37.000Z"
10212,377,2,6893,7.99,"2005-07-12T21:20:11.000Z"
10213,377,1,7697,1.99,"2005-07-28T03:43:45.000Z"
10214,377,2,8018,10.99,"2005-07-28T15:36:48.000Z"
10215,377,2,8916,4.99,"2005-07-30T01:42:21.000Z"
10216,377,2,9461,3.99,"2005-07-30T22:29:13.000Z"
10217,377,1,9564,0.99,"2005-07-31T02:31:37.000Z"
10218,377,1,10013,4.99,"2005-07-31T18:08:21.000Z"
10219,377,1,10183,8.99,"2005-08-01T00:08:01.000Z"
10220,377,1,10738,3.99,"2005-08-01T19:39:08.000Z"
10221,377,1,10943,2.99,"2005-08-02T03:17:29.000Z"
10222,377,1,12390,1.99,"2005-08-18T08:51:42.000Z"
10223,377,1,12549,4.99,"2005-08-18T14:38:07.000Z"
10224,377,1,13249,2.99,"2005-08-19T16:47:41.000Z"
10225,377,1,13275,0.99,"2005-08-19T17:53:38.000Z"
10226,377,2,15088,0.99,"2005-08-22T11:28:26.000Z"
10227,377,1,15995,0.99,"2005-08-23T20:29:56.000Z"
10228,377,1,15999,7.99,"2005-08-23T20:44:10.000Z"
10229,378,1,347,0.99,"2005-05-27T04:40:33.000Z"
10230,378,2,1623,4.99,"2005-06-16T07:48:50.000Z"
10231,378,1,1662,5.99,"2005-06-16T10:13:35.000Z"
10232,378,2,2134,7.99,"2005-06-17T21:13:44.000Z"
10233,378,2,2713,4.99,"2005-06-19T14:23:09.000Z"
10234,378,1,3759,4.99,"2005-07-06T12:46:38.000Z"
10235,378,2,4755,0.99,"2005-07-08T14:23:41.000Z"
10236,378,1,5578,1.99,"2005-07-10T04:00:31.000Z"
10237,378,2,6233,1.99,"2005-07-11T14:10:47.000Z"
10238,378,1,7888,0.99,"2005-07-28T10:40:24.000Z"
10239,378,2,8740,2.99,"2005-07-29T18:41:31.000Z"
10240,378,2,9668,3.99,"2005-07-31T06:31:03.000Z"
10241,378,1,9868,2.99,"2005-07-31T13:20:08.000Z"
10242,378,1,10917,4.99,"2005-08-02T02:06:18.000Z"
10243,378,1,11111,4.99,"2005-08-02T08:21:27.000Z"
10244,378,1,12596,2.99,"2005-08-18T16:29:35.000Z"
10245,378,1,12828,4.99,"2005-08-19T01:37:47.000Z"
10246,378,2,14502,4.99,"2005-08-21T14:22:28.000Z"
10247,378,1,14971,2.99,"2005-08-22T06:52:49.000Z"
10248,379,2,209,4.99,"2005-05-26T08:14:01.000Z"
10249,379,1,863,4.99,"2005-05-30T03:14:59.000Z"
10250,379,1,1383,8.99,"2005-06-15T15:20:06.000Z"
10251,379,1,2313,5.99,"2005-06-18T08:56:45.000Z"
10252,379,1,2926,2.99,"2005-06-20T04:37:45.000Z"
10253,379,1,3788,4.99,"2005-07-06T14:02:02.000Z"
10254,379,2,4740,2.99,"2005-07-08T13:30:35.000Z"
10255,379,1,5402,4.99,"2005-07-09T20:01:58.000Z"
10256,379,1,6235,7.99,"2005-07-11T14:17:51.000Z"
10257,379,2,7041,4.99,"2005-07-27T03:18:32.000Z"
10258,379,1,10041,4.99,"2005-07-31T19:01:02.000Z"
10259,379,2,11457,3.99,"2005-08-02T21:14:16.000Z"
10260,379,1,12503,4.99,"2005-08-18T13:16:46.000Z"
10261,379,1,13334,0.99,"2005-08-19T20:02:33.000Z"
10262,379,2,13397,7.99,"2005-08-19T22:06:35.000Z"
10263,379,1,13485,0.99,"2005-08-20T01:20:14.000Z"
10264,379,1,14011,5.99,"2005-08-20T20:32:56.000Z"
10265,379,2,14152,2.99,"2005-08-21T02:23:50.000Z"
10266,379,1,14470,0.99,"2005-08-21T13:09:41.000Z"
10267,379,1,14886,4.99,"2005-08-22T03:59:01.000Z"
10268,379,2,15399,4.99,"2005-08-22T23:11:59.000Z"
10269,379,1,15446,4.99,"2005-08-23T00:49:24.000Z"
10270,379,2,15930,3.99,"2005-08-23T18:26:51.000Z"
10271,380,1,847,3.99,"2005-05-30T01:18:15.000Z"
10272,380,1,1868,3.99,"2005-06-17T02:03:22.000Z"
10273,380,1,1984,2.99,"2005-06-17T10:25:28.000Z"
10274,380,1,2018,3.99,"2005-06-17T12:35:58.000Z"
10275,380,1,2440,2.99,"2005-06-18T18:41:09.000Z"
10276,380,1,2464,4.99,"2005-06-18T20:06:05.000Z"
10277,380,2,2998,1.99,"2005-06-20T09:30:22.000Z"
10278,380,2,3099,1.99,"2005-06-20T16:44:33.000Z"
10279,380,1,3260,4.99,"2005-06-21T03:59:13.000Z"
10280,380,1,3637,2.99,"2005-07-06T07:06:31.000Z"
10281,380,1,3688,4.99,"2005-07-06T09:41:53.000Z"
10282,380,1,4675,2.99,"2005-07-08T10:24:22.000Z"
10283,380,2,4706,4.99,"2005-07-08T11:51:41.000Z"
10284,380,2,5339,0.99,"2005-07-09T17:09:17.000Z"
10285,380,2,7021,8.99,"2005-07-27T02:26:38.000Z"
10286,380,2,7167,2.99,"2005-07-27T07:37:26.000Z"
10287,380,2,7435,0.99,"2005-07-27T17:38:44.000Z"
10288,380,2,7443,2.99,"2005-07-27T17:47:43.000Z"
10289,380,1,7773,2.99,"2005-07-28T07:02:17.000Z"
10290,380,1,7974,3.99,"2005-07-28T14:11:57.000Z"
10291,380,1,9056,0.99,"2005-07-30T07:13:20.000Z"
10292,380,1,9261,6.99,"2005-07-30T14:39:35.000Z"
10293,380,1,9710,10.99,"2005-07-31T08:05:31.000Z"
10294,380,2,10450,1.99,"2005-08-01T09:10:03.000Z"
10295,380,1,10983,3.99,"2005-08-02T04:24:23.000Z"
10296,380,1,11936,0.99,"2005-08-17T16:45:34.000Z"
10297,380,2,11945,0.99,"2005-08-17T17:05:33.000Z"
10298,380,1,12636,3.99,"2005-08-18T18:00:29.000Z"
10299,380,1,12996,6.99,"2005-08-19T07:31:32.000Z"
10300,380,1,14529,6.99,"2005-08-21T15:08:31.000Z"
10301,380,1,14935,1.99,"2005-08-22T05:47:31.000Z"
10302,380,2,15175,5.99,"2005-08-22T15:29:15.000Z"
10303,380,1,15361,2.99,"2005-08-22T21:39:45.000Z"
10304,380,2,15636,2.99,"2005-08-23T07:50:46.000Z"
10305,380,1,15697,2.99,"2005-08-23T10:04:36.000Z"
10306,380,2,15748,2.99,"2005-08-23T12:33:00.000Z"
10307,381,2,169,0.99,"2005-05-26T03:09:30.000Z"
10308,381,2,406,2.99,"2005-05-27T13:46:46.000Z"
10309,381,1,835,2.99,"2005-05-29T23:37:00.000Z"
10310,381,1,1402,3.99,"2005-06-15T16:31:08.000Z"
10311,381,1,1878,1.99,"2005-06-17T02:55:32.000Z"
10312,381,2,2410,2.99,"2005-06-18T16:55:08.000Z"
10313,381,1,2418,4.99,"2005-06-18T17:14:42.000Z"
10314,381,2,3425,2.99,"2005-06-21T18:07:07.000Z"
10315,381,2,3812,0.99,"2005-07-06T15:22:19.000Z"
10316,381,2,3970,2.99,"2005-07-06T22:48:17.000Z"
10317,381,1,4735,0.99,"2005-07-08T13:12:27.000Z"
10318,381,2,5689,0.99,"2005-07-10T09:24:17.000Z"
10319,381,2,6116,2.99,"2005-07-11T07:37:38.000Z"
10320,381,2,6451,4.99,"2005-07-12T00:52:19.000Z"
10321,381,2,6778,2.99,"2005-07-12T16:06:00.000Z"
10322,381,1,7375,2.99,"2005-07-27T15:22:33.000Z"
10323,381,1,7645,2.99,"2005-07-28T01:27:42.000Z"
10324,381,2,8688,0.99,"2005-07-29T16:31:32.000Z"
10325,381,2,9144,0.99,"2005-07-30T10:22:15.000Z"
10326,381,2,9173,4.99,"2005-07-30T11:40:10.000Z"
10327,381,1,9822,2.99,"2005-07-31T11:48:25.000Z"
10328,381,2,10033,4.99,"2005-07-31T18:44:29.000Z"
10329,381,1,10608,0.99,"2005-08-01T14:48:41.000Z"
10330,381,2,10705,0.99,"2005-08-01T18:38:54.000Z"
10331,381,1,11519,2.99,"2005-08-17T00:01:27.000Z"
10332,381,2,12135,2.99,"2005-08-17T23:50:24.000Z"
10333,381,2,12237,4.99,"2005-08-18T03:24:38.000Z"
10334,381,2,12632,2.99,"2005-08-18T17:54:21.000Z"
10335,381,2,13202,8.99,"2005-08-19T14:58:30.000Z"
10336,381,2,13430,0.99,"2005-08-19T23:25:43.000Z"
10337,381,1,13614,0.99,"2005-08-20T06:28:37.000Z"
10338,381,2,13995,2.99,"2005-08-20T19:34:43.000Z"
10339,381,1,14198,4.99,"2005-08-21T03:48:31.000Z"
10340,381,2,15299,4.99,"2005-08-22T19:42:57.000Z"
10341,381,1,15747,4.99,"2005-08-23T12:29:24.000Z"
10342,382,2,356,2.99,"2005-05-27T06:32:30.000Z"
10343,382,1,522,2.99,"2005-05-28T03:33:20.000Z"
10344,382,1,2389,0.99,"2005-06-18T15:27:47.000Z"
10345,382,1,2468,4.99,"2005-06-18T20:23:52.000Z"
10346,382,1,2489,1.99,"2005-06-18T22:00:44.000Z"
10347,382,1,2514,2.99,"2005-06-18T23:56:44.000Z"
10348,382,2,3125,4.99,"2005-06-20T18:31:58.000Z"
10349,382,2,3480,3.99,"2005-07-05T23:11:43.000Z"
10350,382,2,4351,4.99,"2005-07-07T19:04:24.000Z"
10351,382,1,5004,4.99,"2005-07-09T01:20:50.000Z"
10352,382,1,5816,0.99,"2005-07-10T15:48:47.000Z"
10353,382,2,7625,0.99,"2005-07-28T00:47:56.000Z"
10354,382,2,8777,0.99,"2005-07-29T20:10:21.000Z"
10355,382,1,8871,9.99,"2005-07-30T00:12:41.000Z"
10356,382,1,8993,4.99,"2005-07-30T04:51:25.000Z"
10357,382,1,9067,6.99,"2005-07-30T07:31:01.000Z"
10358,382,2,9555,0.99,"2005-07-31T02:11:16.000Z"
10359,382,2,10327,3.99,"2005-08-01T04:55:35.000Z"
10360,382,2,12229,0.99,"2005-08-18T03:08:23.000Z"
10361,382,2,12529,0.99,"2005-08-18T13:53:36.000Z"
10362,382,1,14009,4.99,"2005-08-20T20:26:53.000Z"
10363,382,2,14300,4.99,"2005-08-21T07:19:37.000Z"
10364,382,2,14354,5.99,"2005-08-21T09:08:14.000Z"
10365,382,2,15939,7.99,"2005-08-23T18:44:21.000Z"
10366,383,2,63,0.99,"2005-05-25T09:19:16.000Z"
10367,383,1,766,8.99,"2005-05-29T11:47:02.000Z"
10368,383,1,1831,7.99,"2005-06-16T22:22:17.000Z"
10369,383,2,2228,2.99,"2005-06-18T03:44:50.000Z"
10370,383,1,2252,2.99,"2005-06-18T05:05:18.000Z"
10371,383,2,2318,2.99,"2005-06-18T09:13:54.000Z"
10372,383,1,2609,7.99,"2005-06-19T07:13:12.000Z"
10373,383,1,3091,2.99,"2005-06-20T16:02:59.000Z"
10374,383,2,4747,5.99,"2005-07-08T13:53:01.000Z"
10375,383,2,6091,4.99,"2005-07-11T05:49:18.000Z"
10376,383,2,6244,0.99,"2005-07-11T14:53:38.000Z"
10377,383,1,6775,4.99,"2005-07-12T16:01:44.000Z"
10378,383,1,7367,3.99,"2005-07-27T15:05:45.000Z"
10379,383,2,8367,2.99,"2005-07-29T05:11:19.000Z"
10380,383,1,8635,0.99,"2005-07-29T14:22:48.000Z"
10381,383,1,9653,0.99,"2005-07-31T05:55:38.000Z"
10382,383,1,9678,0.99,"2005-07-31T06:40:47.000Z"
10383,383,2,10515,4.99,"2005-08-01T11:41:33.000Z"
10384,383,1,10971,4.99,"2005-08-02T04:08:17.000Z"
10385,383,2,10993,0.99,"2005-08-02T04:45:01.000Z"
10386,383,2,11122,0.99,"2005-08-02T08:49:09.000Z"
10387,383,1,11592,2.99,"2005-08-17T02:36:04.000Z"
10388,383,1,12735,4.99,"2005-08-18T22:04:54.000Z"
10389,383,2,14039,4.99,"2005-08-20T21:39:43.000Z"
10390,383,2,14678,4.99,"2005-08-21T20:12:43.000Z"
10391,383,1,15416,1.99,"2005-08-22T23:51:23.000Z"
10392,383,1,15881,6.99,"2005-08-23T16:44:25.000Z"
10393,384,2,103,4.99,"2005-05-25T17:30:42.000Z"
10394,384,2,279,2.99,"2005-05-26T18:02:50.000Z"
10395,384,1,898,0.99,"2005-05-30T09:26:19.000Z"
10396,384,2,1013,2.99,"2005-05-31T02:37:00.000Z"
10397,384,1,1961,0.99,"2005-06-17T09:02:58.000Z"
10398,384,2,2020,0.99,"2005-06-17T12:39:50.000Z"
10399,384,1,2378,7.99,"2005-06-18T14:57:49.000Z"
10400,384,2,2510,5.99,"2005-06-18T23:44:21.000Z"
10401,384,2,2935,3.99,"2005-06-20T05:07:24.000Z"
10402,384,1,3088,9.99,"2005-06-20T15:56:05.000Z"
10403,384,2,3101,4.99,"2005-06-20T16:48:58.000Z"
10404,384,2,4424,0.99,"2005-07-07T22:14:43.000Z"
10405,384,2,5250,0.99,"2005-07-09T13:35:32.000Z"
10406,384,1,5608,4.99,"2005-07-10T05:08:26.000Z"
10407,384,2,5797,4.99,"2005-07-10T14:43:52.000Z"
10408,384,2,5966,2.99,"2005-07-10T23:59:27.000Z"
10409,384,2,6387,0.99,"2005-07-11T22:15:56.000Z"
10410,384,2,7799,0.99,"2005-07-28T07:42:09.000Z"
10411,384,1,8445,1.99,"2005-07-29T07:37:48.000Z"
10412,384,2,11773,5.99,"2005-08-17T10:19:51.000Z"
10413,384,2,13521,2.99,"2005-08-20T02:42:28.000Z"
10414,384,2,14416,2.99,"2005-08-21T11:11:46.000Z"
10415,384,1,14841,0.99,"2005-08-22T02:03:30.000Z"
10416,384,1,14963,5.99,"2005-08-22T06:38:10.000Z"
10417,384,2,15321,4.99,"2005-08-22T20:20:04.000Z"
10418,385,1,917,2.99,"2005-05-30T11:27:06.000Z"
10419,385,2,1038,4.99,"2005-05-31T05:23:47.000Z"
10420,385,1,1746,2.99,"2005-06-16T16:41:19.000Z"
10421,385,1,1937,0.99,"2005-06-17T07:16:46.000Z"
10422,385,1,3105,0.99,"2005-06-20T17:11:46.000Z"
