"payment_id","customer_id","staff_id","rental_id","amount","payment_date"
6724,249,1,5011,4.99,"2005-07-09T01:44:40.000Z"
6725,249,1,5275,4.99,"2005-07-09T14:34:18.000Z"
6726,249,2,5639,3.99,"2005-07-10T06:33:39.000Z"
6727,249,2,6670,7.99,"2005-07-12T11:44:33.000Z"
6728,249,1,7544,7.99,"2005-07-27T21:47:37.000Z"
6729,249,1,7804,2.99,"2005-07-28T07:56:00.000Z"
6730,249,2,7881,4.99,"2005-07-28T10:33:22.000Z"
6731,249,1,11124,1.99,"2005-08-02T08:55:25.000Z"
6732,249,1,11159,4.99,"2005-08-02T10:00:55.000Z"
6733,249,2,11668,0.99,"2005-08-17T05:47:32.000Z"
6734,249,2,13981,4.99,"2005-08-20T19:07:20.000Z"
6735,249,2,14285,0.99,"2005-08-21T06:50:48.000Z"
6736,249,1,15160,6.99,"2005-08-22T14:33:50.000Z"
6737,250,1,61,5.99,"2005-05-25T09:01:57.000Z"
6738,250,1,176,3.99,"2005-05-26T03:47:39.000Z"
6739,250,1,637,4.99,"2005-05-28T18:14:29.000Z"
6740,250,2,687,0.99,"2005-05-29T00:32:09.000Z"
6741,250,1,1146,2.99,"2005-05-31T20:34:45.000Z"
6742,250,1,2432,4.99,"2005-06-18T17:59:18.000Z"
6743,250,1,3635,4.99,"2005-07-06T06:55:36.000Z"
6744,250,1,3951,3.99,"2005-07-06T21:50:41.000Z"
6745,250,1,5479,2.99,"2005-07-09T23:47:33.000Z"
6746,250,1,5540,0.99,"2005-07-10T02:44:21.000Z"
6747,250,1,5998,2.99,"2005-07-11T01:20:46.000Z"
6748,250,1,8579,2.99,"2005-07-29T11:59:22.000Z"
6749,250,2,9099,0.99,"2005-07-30T08:45:48.000Z"
6750,250,2,10604,4.99,"2005-08-01T14:35:08.000Z"
6751,250,1,12361,0.99,"2005-08-18T07:47:31.000Z"
6752,250,1,12810,0.99,"2005-08-19T00:44:10.000Z"
6753,250,2,14565,4.99,"2005-08-21T16:24:45.000Z"
6754,250,1,14587,5.99,"2005-08-21T17:20:55.000Z"
6755,250,2,14814,4.99,"2005-08-22T01:12:14.000Z"
6756,250,2,15247,6.99,"2005-08-22T17:52:05.000Z"
6757,251,1,264,2.99,"2005-05-26T16:00:49.000Z"
6758,251,1,309,1.99,"2005-05-26T22:38:10.000Z"
6759,251,2,393,2.99,"2005-05-27T11:18:25.000Z"
6760,251,2,1069,3.99,"2005-05-31T09:32:31.000Z"
6761,251,1,1091,4.99,"2005-05-31T12:11:04.000Z"
6762,251,2,1155,2.99,"2005-05-31T22:17:11.000Z"
6763,251,1,2238,6.99,"2005-06-18T04:22:06.000Z"
6764,251,2,3422,7.99,"2005-06-21T17:24:40.000Z"
6765,251,1,3464,2.99,"2005-06-21T22:08:58.000Z"
6766,251,1,3799,4.99,"2005-07-06T15:00:14.000Z"
6767,251,2,4026,3.99,"2005-07-07T02:15:48.000Z"
6768,251,2,4848,2.99,"2005-07-08T18:30:16.000Z"
6769,251,2,5012,2.99,"2005-07-09T01:45:04.000Z"
6770,251,2,5979,2.99,"2005-07-11T00:17:09.000Z"
6771,251,2,6413,6.99,"2005-07-11T23:26:11.000Z"
6772,251,2,7338,8.99,"2005-07-27T14:13:34.000Z"
6773,251,2,8443,2.99,"2005-07-29T07:33:12.000Z"
6774,251,2,8982,0.99,"2005-07-30T04:31:02.000Z"
6775,251,1,9196,2.99,"2005-07-30T12:30:19.000Z"
6776,251,1,9892,0.99,"2005-07-31T14:06:25.000Z"
6777,251,1,10575,7.99,"2005-08-01T13:41:41.000Z"
6778,251,1,11733,0.99,"2005-08-17T08:31:03.000Z"
6779,251,2,12047,3.99,"2005-08-17T20:48:32.000Z"
6780,251,2,12666,4.99,"2005-08-18T19:11:41.000Z"
6781,251,2,13121,2.99,"2005-08-19T11:51:39.000Z"
6782,251,1,13243,2.99,"2005-08-19T16:33:16.000Z"
6783,251,2,13260,6.99,"2005-08-19T17:09:22.000Z"
6784,251,1,14292,0.99,"2005-08-21T07:06:20.000Z"
6785,251,2,15647,2.99,"2005-08-23T08:23:56.000Z"
6786,251,2,15870,4.99,"2005-08-23T16:23:08.000Z"
6787,251,1,14107,0.99,"2006-02-14T15:16:03.000Z"
6788,252,1,707,4.99,"2005-05-29T03:18:19.000Z"
6789,252,1,1095,0.99,"2005-05-31T13:15:41.000Z"
6790,252,1,1395,5.99,"2005-06-15T16:21:04.000Z"
6791,252,2,2716,4.99,"2005-06-19T14:40:17.000Z"
6792,252,1,2968,0.99,"2005-06-20T07:41:47.000Z"
6793,252,2,4372,0.99,"2005-07-07T20:09:01.000Z"
6794,252,2,5554,2.99,"2005-07-10T03:03:38.000Z"
6795,252,1,6357,0.99,"2005-07-11T20:58:51.000Z"
6796,252,2,6369,0.99,"2005-07-11T21:23:36.000Z"
6797,252,1,7024,4.99,"2005-07-27T02:36:40.000Z"
6798,252,2,7121,0.99,"2005-07-27T05:58:32.000Z"
6799,252,2,7168,0.99,"2005-07-27T07:51:11.000Z"
6800,252,1,7670,0.99,"2005-07-28T02:44:25.000Z"
6801,252,1,8636,5.99,"2005-07-29T14:24:13.000Z"
6802,252,1,8899,0.99,"2005-07-30T01:05:30.000Z"
6803,252,2,10314,0.99,"2005-08-01T04:31:18.000Z"
6804,252,2,10834,2.99,"2005-08-01T23:28:00.000Z"
6805,252,2,11764,0.99,"2005-08-17T09:51:54.000Z"
6806,252,1,13385,4.99,"2005-08-19T21:39:35.000Z"
6807,252,2,13989,5.99,"2005-08-20T19:27:50.000Z"
6808,252,1,14774,4.99,"2005-08-21T23:52:32.000Z"
6809,252,2,13756,4.99,"2006-02-14T15:16:03.000Z"
6810,253,1,566,6.99,"2005-05-28T09:51:39.000Z"
6811,253,1,648,0.99,"2005-05-28T19:25:54.000Z"
6812,253,1,986,2.99,"2005-05-30T22:22:52.000Z"
6813,253,2,1378,1.99,"2005-06-15T15:03:15.000Z"
6814,253,2,1606,6.99,"2005-06-16T06:18:31.000Z"
6815,253,2,2081,5.99,"2005-06-17T17:05:02.000Z"
6816,253,1,2142,4.99,"2005-06-17T21:55:43.000Z"
6817,253,1,2454,4.99,"2005-06-18T19:32:51.000Z"
6818,253,2,2636,4.99,"2005-06-19T09:13:06.000Z"
6819,253,1,3658,7.99,"2005-07-06T08:01:08.000Z"
6820,253,1,5505,2.99,"2005-07-10T00:38:48.000Z"
6821,253,1,5602,4.99,"2005-07-10T05:02:22.000Z"
6822,253,2,7689,2.99,"2005-07-28T03:21:24.000Z"
6823,253,2,7851,0.99,"2005-07-28T09:31:58.000Z"
6824,253,2,7887,2.99,"2005-07-28T10:40:12.000Z"
6825,253,2,8752,2.99,"2005-07-29T19:15:07.000Z"
6826,253,2,9606,0.99,"2005-07-31T03:50:46.000Z"
6827,253,2,9618,6.99,"2005-07-31T04:16:14.000Z"
6828,253,2,10404,4.99,"2005-08-01T07:31:25.000Z"
6829,253,1,10660,2.99,"2005-08-01T16:48:01.000Z"
6830,253,2,10881,6.99,"2005-08-02T00:38:14.000Z"
6831,253,1,12572,0.99,"2005-08-18T15:32:54.000Z"
6832,253,2,12827,5.99,"2005-08-19T01:27:23.000Z"
6833,253,1,13126,5.99,"2005-08-19T12:00:28.000Z"
6834,253,2,14086,3.99,"2005-08-20T23:47:54.000Z"
6835,253,2,14283,4.99,"2005-08-21T06:44:14.000Z"
6836,253,1,14640,7.99,"2005-08-21T19:03:19.000Z"
6837,253,2,14655,4.99,"2005-08-21T19:37:10.000Z"
6838,253,2,15221,2.99,"2005-08-22T17:12:29.000Z"
6839,254,1,183,2.99,"2005-05-26T05:01:18.000Z"
6840,254,1,1108,5.99,"2005-05-31T15:05:12.000Z"
6841,254,1,1285,2.99,"2005-06-15T08:33:06.000Z"
6842,254,2,1390,0.99,"2005-06-15T16:06:29.000Z"
6843,254,1,2082,2.99,"2005-06-17T17:13:32.000Z"
6844,254,1,2138,2.99,"2005-06-17T21:28:14.000Z"
6845,254,2,2687,3.99,"2005-06-19T12:46:52.000Z"
6846,254,1,3882,4.99,"2005-07-06T18:38:21.000Z"
6847,254,2,5042,2.99,"2005-07-09T03:20:30.000Z"
6848,254,1,5072,3.99,"2005-07-09T05:01:58.000Z"
6849,254,2,5080,2.99,"2005-07-09T05:23:55.000Z"
6850,254,1,5537,0.99,"2005-07-10T02:35:41.000Z"
6851,254,1,5550,5.99,"2005-07-10T02:58:35.000Z"
6852,254,1,5826,7.99,"2005-07-10T16:21:02.000Z"
6853,254,2,5930,4.99,"2005-07-10T21:59:32.000Z"
6854,254,2,7011,0.99,"2005-07-27T01:58:34.000Z"
6855,254,1,7413,4.99,"2005-07-27T16:45:40.000Z"
6856,254,2,8216,7.99,"2005-07-28T23:43:59.000Z"
6857,254,2,8581,4.99,"2005-07-29T12:02:06.000Z"
6858,254,2,9494,1.99,"2005-07-30T23:52:46.000Z"
6859,254,1,10522,4.99,"2005-08-01T11:48:51.000Z"
6860,254,1,11190,0.99,"2005-08-02T11:21:34.000Z"
6861,254,1,11665,6.99,"2005-08-17T05:36:57.000Z"
6862,254,2,12148,0.99,"2005-08-18T00:13:15.000Z"
6863,254,1,12206,0.99,"2005-08-18T02:22:20.000Z"
6864,254,1,12247,2.99,"2005-08-18T03:51:51.000Z"
6865,254,1,12874,0.99,"2005-08-19T03:07:57.000Z"
6866,254,2,13001,4.99,"2005-08-19T07:36:44.000Z"
6867,254,1,13045,4.99,"2005-08-19T09:17:35.000Z"
6868,254,2,13130,2.99,"2005-08-19T12:06:42.000Z"
6869,254,2,14497,4.99,"2005-08-21T14:09:47.000Z"
6870,254,1,15774,0.99,"2005-08-23T13:25:08.000Z"
6871,255,1,1235,2.99,"2005-06-15T04:31:28.000Z"
6872,255,1,1420,6.99,"2005-06-15T17:56:14.000Z"
6873,255,2,1681,2.99,"2005-06-16T11:38:17.000Z"
6874,255,2,3442,2.99,"2005-06-21T20:06:51.000Z"
6875,255,1,4547,0.99,"2005-07-08T04:20:19.000Z"
6876,255,1,5706,1.99,"2005-07-10T10:21:46.000Z"
6877,255,1,5943,0.99,"2005-07-10T22:48:13.000Z"
6878,255,2,7475,8.99,"2005-07-27T19:07:43.000Z"
6879,255,1,7646,2.99,"2005-07-28T01:31:45.000Z"
6880,255,1,8562,0.99,"2005-07-29T11:32:13.000Z"
6881,255,1,9061,6.99,"2005-07-30T07:21:52.000Z"
6882,255,2,11979,4.99,"2005-08-17T18:07:13.000Z"
6883,255,2,12176,7.99,"2005-08-18T01:10:33.000Z"
6884,255,2,13154,2.99,"2005-08-19T13:09:54.000Z"
6885,255,1,13268,0.99,"2005-08-19T17:33:50.000Z"
6886,255,2,13683,0.99,"2005-08-20T08:54:55.000Z"
6887,255,1,13758,8.99,"2005-08-20T11:21:26.000Z"
6888,255,2,14600,3.99,"2005-08-21T17:45:21.000Z"
6889,256,1,51,4.99,"2005-05-25T06:49:10.000Z"
6890,256,1,232,0.99,"2005-05-26T11:38:05.000Z"
6891,256,2,738,4.99,"2005-05-29T08:20:08.000Z"
6892,256,1,935,2.99,"2005-05-30T13:29:36.000Z"
6893,256,1,1116,0.99,"2005-05-31T16:10:46.000Z"
6894,256,1,1555,2.99,"2005-06-16T02:17:07.000Z"
6895,256,2,1965,0.99,"2005-06-17T09:17:39.000Z"
6896,256,2,1973,4.99,"2005-06-17T09:26:15.000Z"
6897,256,2,2230,4.99,"2005-06-18T03:50:49.000Z"
6898,256,1,2380,6.99,"2005-06-18T15:00:04.000Z"
6899,256,2,2561,4.99,"2005-06-19T03:14:52.000Z"
6900,256,1,2839,4.99,"2005-06-19T22:07:24.000Z"
6901,256,1,4130,0.99,"2005-07-07T07:51:53.000Z"
6902,256,2,4182,0.99,"2005-07-07T10:28:00.000Z"
6903,256,1,5179,2.99,"2005-07-09T10:00:44.000Z"
6904,256,1,6298,0.99,"2005-07-11T17:42:33.000Z"
6905,256,1,7661,3.99,"2005-07-28T02:10:27.000Z"
6906,256,2,9424,2.99,"2005-07-30T21:10:56.000Z"
6907,256,2,10759,4.99,"2005-08-01T20:22:51.000Z"
6908,256,2,11011,2.99,"2005-08-02T05:07:07.000Z"
6909,256,2,11628,8.99,"2005-08-17T04:27:18.000Z"
6910,256,2,13457,0.99,"2005-08-20T00:33:22.000Z"
6911,256,1,13651,0.99,"2005-08-20T07:50:08.000Z"
6912,256,1,14003,6.99,"2005-08-20T20:16:06.000Z"
6913,256,2,14036,4.99,"2005-08-20T21:35:27.000Z"
6914,256,2,14445,2.99,"2005-08-21T12:07:42.000Z"
6915,256,2,14458,3.99,"2005-08-21T12:47:53.000Z"
6916,256,2,15609,2.99,"2005-08-23T06:56:04.000Z"
6917,256,2,15861,4.99,"2005-08-23T16:15:45.000Z"
6918,256,1,15864,7.99,"2005-08-23T16:18:12.000Z"
6919,257,2,139,2.99,"2005-05-25T23:00:21.000Z"
6920,257,2,244,2.99,"2005-05-26T13:40:40.000Z"
6921,257,2,705,2.99,"2005-05-29T02:48:52.000Z"
6922,257,1,2557,0.99,"2005-06-19T03:08:51.000Z"
6923,257,2,3083,4.99,"2005-06-20T15:33:47.000Z"
6924,257,2,4462,6.99,"2005-07-08T00:02:49.000Z"
6925,257,2,4574,4.99,"2005-07-08T05:39:42.000Z"
6926,257,1,5495,6.99,"2005-07-10T00:16:54.000Z"
6927,257,1,5858,4.99,"2005-07-10T18:00:07.000Z"
6928,257,1,6422,5.99,"2005-07-11T23:46:19.000Z"
6929,257,2,6711,5.99,"2005-07-12T13:23:40.000Z"
6930,257,2,7007,4.99,"2005-07-27T01:43:39.000Z"
6931,257,1,7176,2.99,"2005-07-27T08:04:28.000Z"
6932,257,1,7496,1.99,"2005-07-27T20:04:05.000Z"
6933,257,2,7510,2.99,"2005-07-27T20:37:57.000Z"
6934,257,2,7518,5.99,"2005-07-27T21:01:16.000Z"
6935,257,2,8156,3.99,"2005-07-28T20:59:04.000Z"
6936,257,2,8252,2.99,"2005-07-29T00:54:17.000Z"
6937,257,1,8344,4.99,"2005-07-29T04:45:25.000Z"
6938,257,1,8640,4.99,"2005-07-29T14:34:17.000Z"
6939,257,2,8946,6.99,"2005-07-30T03:14:53.000Z"
6940,257,1,9800,4.99,"2005-07-31T11:00:58.000Z"
6941,257,2,10142,4.99,"2005-07-31T22:10:54.000Z"
6942,257,1,11230,4.99,"2005-08-02T12:59:08.000Z"
6943,257,1,11394,0.99,"2005-08-02T18:44:45.000Z"
6944,257,2,11545,6.99,"2005-08-17T00:56:06.000Z"
6945,257,2,11860,1.99,"2005-08-17T13:52:26.000Z"
6946,257,2,12841,2.99,"2005-08-19T01:55:55.000Z"
6947,257,1,12904,5.99,"2005-08-19T04:10:50.000Z"
6948,257,2,13203,7.99,"2005-08-19T15:00:58.000Z"
6949,257,2,13218,0.99,"2005-08-19T15:39:39.000Z"
6950,257,1,13389,2.99,"2005-08-19T21:52:51.000Z"
6951,257,2,13846,5.99,"2005-08-20T14:32:31.000Z"
6952,257,2,14115,0.99,"2005-08-21T01:10:29.000Z"
6953,257,1,15025,0.99,"2005-08-22T08:57:24.000Z"
6954,257,1,15967,2.99,"2005-08-23T19:50:06.000Z"
6955,257,2,15968,0.99,"2005-08-23T19:51:29.000Z"
6956,258,1,1743,2.99,"2005-06-16T16:38:10.000Z"
6957,258,2,2678,0.99,"2005-06-19T12:12:23.000Z"
6958,258,2,2931,8.99,"2005-06-20T04:50:45.000Z"
6959,258,2,4408,2.99,"2005-07-07T21:41:06.000Z"
6960,258,1,4677,5.99,"2005-07-08T10:30:36.000Z"
6961,258,2,4897,0.99,"2005-07-08T20:25:11.000Z"
6962,258,2,5312,5.99,"2005-07-09T16:03:09.000Z"
6963,258,1,5674,0.99,"2005-07-10T08:26:26.000Z"
6964,258,1,5935,9.99,"2005-07-10T22:11:04.000Z"
6965,258,2,6012,4.99,"2005-07-11T02:00:12.000Z"
6966,258,1,7814,2.99,"2005-07-28T08:09:48.000Z"
6967,258,1,8675,4.99,"2005-07-29T15:56:18.000Z"
6968,258,2,9069,4.99,"2005-07-30T07:39:59.000Z"
6969,258,2,10293,1.99,"2005-08-01T03:44:26.000Z"
6970,258,2,10315,4.99,"2005-08-01T04:34:45.000Z"
6971,258,1,10325,5.99,"2005-08-01T04:52:12.000Z"
6972,258,2,10332,6.99,"2005-08-01T04:57:32.000Z"
6973,258,1,10393,0.99,"2005-08-01T06:52:50.000Z"
6974,258,1,12246,5.99,"2005-08-18T03:48:41.000Z"
6975,258,2,12296,3.99,"2005-08-18T05:16:28.000Z"
6976,258,1,13491,4.99,"2005-08-20T01:30:56.000Z"
6977,258,1,13695,6.99,"2005-08-20T09:13:25.000Z"
6978,258,2,13897,2.99,"2005-08-20T16:02:28.000Z"
6979,258,2,14901,6.99,"2005-08-22T04:31:37.000Z"
6980,259,2,722,6.99,"2005-05-29T05:30:31.000Z"
6981,259,2,901,2.99,"2005-05-30T09:40:40.000Z"
6982,259,1,1147,5.99,"2005-05-31T20:37:52.000Z"
6983,259,1,1641,7.99,"2005-06-16T08:46:26.000Z"
6984,259,2,1723,7.99,"2005-06-16T15:14:18.000Z"
6985,259,2,1813,2.99,"2005-06-16T21:11:00.000Z"
6986,259,2,2375,5.99,"2005-06-18T14:47:29.000Z"
6987,259,2,4199,5.99,"2005-07-07T11:13:07.000Z"
6988,259,2,4489,4.99,"2005-07-08T01:23:58.000Z"
6989,259,1,6074,0.99,"2005-07-11T04:59:56.000Z"
6990,259,2,6539,3.99,"2005-07-12T04:50:49.000Z"
6991,259,2,7188,2.99,"2005-07-27T08:32:08.000Z"
6992,259,2,7774,7.99,"2005-07-28T07:03:25.000Z"
6993,259,1,7817,4.99,"2005-07-28T08:20:55.000Z"
6994,259,2,9205,6.99,"2005-07-30T12:46:40.000Z"
6995,259,1,9282,6.99,"2005-07-30T15:17:31.000Z"
6996,259,1,9444,7.99,"2005-07-30T21:48:44.000Z"
6997,259,1,10510,3.99,"2005-08-01T11:28:30.000Z"
6998,259,1,10781,2.99,"2005-08-01T21:22:41.000Z"
6999,259,1,11184,3.99,"2005-08-02T11:01:26.000Z"
7000,259,2,12680,6.99,"2005-08-18T19:43:46.000Z"
7001,259,1,13109,4.99,"2005-08-19T11:23:20.000Z"
7002,259,2,13112,2.99,"2005-08-19T11:27:10.000Z"
7003,259,2,13366,4.99,"2005-08-19T21:14:45.000Z"
7004,259,1,13598,5.99,"2005-08-20T05:59:17.000Z"
7005,259,2,13649,4.99,"2005-08-20T07:48:38.000Z"
7006,259,2,14067,6.99,"2005-08-20T22:49:23.000Z"
7007,259,2,14170,4.99,"2005-08-21T03:00:39.000Z"
7008,259,2,14966,2.99,"2005-08-22T06:45:57.000Z"
7009,259,1,15425,10.99,"2005-08-23T00:05:57.000Z"
7010,259,1,15473,2.99,"2005-08-23T01:39:10.000Z"
7011,259,2,1,1.99,"2005-08-23T06:13:16.000Z"
7012,259,1,15689,2.99,"2005-08-23T09:52:55.000Z"
7013,260,1,1101,8.99,"2005-05-31T14:13:59.000Z"
7014,260,1,1626,3.99,"2005-06-16T07:49:47.000Z"
7015,260,2,2001,2.99,"2005-06-17T11:35:09.000Z"
7016,260,2,2040,2.99,"2005-06-17T14:18:37.000Z"
7017,260,1,2091,10.99,"2005-06-17T18:09:04.000Z"
7018,260,1,2178,0.99,"2005-06-18T00:38:35.000Z"
7019,260,1,2823,7.99,"2005-06-19T20:30:21.000Z"
7020,260,2,2958,3.99,"2005-06-20T06:56:20.000Z"
7021,260,1,3193,0.99,"2005-06-20T23:52:30.000Z"
7022,260,2,4054,0.99,"2005-07-07T03:42:07.000Z"
7023,260,2,4741,6.99,"2005-07-08T13:31:23.000Z"
7024,260,1,4870,2.99,"2005-07-08T19:14:45.000Z"
7025,260,2,6328,2.99,"2005-07-11T19:09:33.000Z"
7026,260,2,7072,0.99,"2005-07-27T04:02:33.000Z"
7027,260,1,7268,1.99,"2005-07-27T11:23:09.000Z"
7028,260,1,7885,7.99,"2005-07-28T10:37:41.000Z"
7029,260,1,8475,1.99,"2005-07-29T08:37:41.000Z"
7030,260,1,8484,2.99,"2005-07-29T08:51:59.000Z"
7031,260,1,8717,0.99,"2005-07-29T17:40:45.000Z"
7032,260,1,8933,0.99,"2005-07-30T02:36:06.000Z"
7033,260,2,9176,4.99,"2005-07-30T11:50:54.000Z"
7034,260,2,10970,8.99,"2005-08-02T04:06:46.000Z"
7035,260,1,12852,0.99,"2005-08-19T02:12:40.000Z"
7036,260,2,13440,2.99,"2005-08-19T23:42:52.000Z"
7037,260,1,13685,3.99,"2005-08-20T08:57:11.000Z"
7038,260,1,13966,2.99,"2005-08-20T18:28:28.000Z"
7039,260,2,13978,0.99,"2005-08-20T19:03:25.000Z"
7040,260,2,14035,2.99,"2005-08-20T21:31:58.000Z"
7041,260,2,14441,2.99,"2005-08-21T11:59:38.000Z"
7042,260,1,14579,7.99,"2005-08-21T16:54:47.000Z"
7043,260,1,14610,6.99,"2005-08-21T17:59:09.000Z"
7044,261,1,12,4.99,"2005-05-25T00:19:27.000Z"
7045,261,2,465,3.99,"2005-05-27T20:44:36.000Z"
7046,261,2,542,6.99,"2005-05-28T06:42:13.000Z"
7047,261,1,792,0.99,"2005-05-29T16:32:10.000Z"
7048,261,1,1760,2.99,"2005-06-16T17:48:37.000Z"
7049,261,1,1877,5.99,"2005-06-17T02:54:16.000Z"
7050,261,2,1988,8.99,"2005-06-17T10:42:34.000Z"
7051,261,2,2072,3.99,"2005-06-17T16:33:32.000Z"
7052,261,2,2392,0.99,"2005-06-18T15:34:18.000Z"
7053,261,1,3363,0.99,"2005-06-21T12:25:07.000Z"
7054,261,1,5122,3.99,"2005-07-09T07:19:35.000Z"
7055,261,1,5449,5.99,"2005-07-09T22:12:01.000Z"
7056,261,2,6515,2.99,"2005-07-12T03:50:32.000Z"
7057,261,1,6743,0.99,"2005-07-12T14:29:25.000Z"
7058,261,2,9552,4.99,"2005-07-31T02:05:32.000Z"
7059,261,1,9842,4.99,"2005-07-31T12:24:58.000Z"
7060,261,1,9869,4.99,"2005-07-31T13:21:54.000Z"
7061,261,2,10246,1.99,"2005-08-01T02:29:50.000Z"
7062,261,1,11834,1.99,"2005-08-17T13:00:40.000Z"
7063,261,2,11928,2.99,"2005-08-17T16:28:24.000Z"
7064,261,1,12327,6.99,"2005-08-18T06:43:22.000Z"
7065,261,2,13245,4.99,"2005-08-19T16:43:41.000Z"
7066,261,2,13506,5.99,"2005-08-20T02:07:06.000Z"
7067,261,1,13669,2.99,"2005-08-20T08:26:32.000Z"
7068,261,1,13849,4.99,"2005-08-20T14:42:34.000Z"
7069,261,2,15397,4.99,"2005-08-22T23:08:46.000Z"
7070,262,2,984,4.99,"2005-05-30T22:17:17.000Z"
7071,262,1,1563,2.99,"2005-06-16T02:46:28.000Z"
7072,262,1,2771,6.99,"2005-06-19T17:54:48.000Z"
7073,262,2,2850,8.99,"2005-06-19T23:06:28.000Z"
7074,262,1,2915,1.99,"2005-06-20T03:57:17.000Z"
7075,262,1,3521,1.99,"2005-07-06T01:00:11.000Z"
7076,262,1,3699,3.99,"2005-07-06T10:11:25.000Z"
7077,262,1,4501,0.99,"2005-07-08T02:12:00.000Z"
7078,262,2,5503,0.99,"2005-07-10T00:35:37.000Z"
7079,262,1,6291,0.99,"2005-07-11T17:16:40.000Z"
7080,262,2,6547,7.99,"2005-07-12T04:57:46.000Z"
7081,262,1,6724,3.99,"2005-07-12T13:45:15.000Z"
7082,262,2,6762,7.99,"2005-07-12T15:25:33.000Z"
7083,262,1,6805,6.99,"2005-07-12T17:23:01.000Z"
7084,262,1,6986,4.99,"2005-07-27T00:59:05.000Z"
7085,262,1,9105,6.99,"2005-07-30T08:50:25.000Z"
7086,262,2,10421,0.99,"2005-08-01T08:14:10.000Z"
7087,262,2,10770,0.99,"2005-08-01T20:45:39.000Z"
7088,262,2,13466,2.99,"2005-08-20T00:55:16.000Z"
7089,262,1,13808,5.99,"2005-08-20T12:55:43.000Z"
